,day_sin,day_cos,month_sin,month_cos,dow_sin,dow_cos,is_weekend,hour_sin,hour_cos,load,temp
2025-11-04 00:00:00+01:00,0.5712682150947923,0.8207634412072763,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,-0.25881904510252157,0.9659258262890681,46958.75,11.18
2025-11-04 01:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0.0,1.0,44848.5,11.23
2025-11-04 02:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0.25881904510252074,0.9659258262890683,43665.75,10.74
2025-11-04 03:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0.49999999999999994,0.8660254037844387,41885.0,10.15
2025-11-04 04:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0.7071067811865475,0.7071067811865476,41594.5,9.65
2025-11-04 05:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0.8660254037844386,0.5000000000000001,44165.0,9.44
2025-11-04 06:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0.9659258262890683,0.25881904510252074,49357.5,9.26
2025-11-04 07:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,1.0,6.123233995736766e-17,53606.25,9.09
2025-11-04 08:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0.9659258262890683,-0.25881904510252063,54124.75,8.81
2025-11-04 09:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0.8660254037844387,-0.49999999999999983,53665.75,10.17
2025-11-04 10:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0.7071067811865476,-0.7071067811865475,52926.0,11.97
2025-11-04 11:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0.49999999999999994,-0.8660254037844387,52369.5,13.54
2025-11-04 12:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0.258819045102521,-0.9659258262890682,52982.5,14.92
2025-11-04 13:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,1.2246467991473532e-16,-1.0,52160.0,16.15
2025-11-04 14:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,-0.2588190451025208,-0.9659258262890683,50902.0,16.91
2025-11-04 15:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,-0.4999999999999998,-0.8660254037844388,49575.0,17.12
2025-11-04 16:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,-0.7071067811865471,-0.7071067811865479,48642.0,16.88
2025-11-04 17:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,-0.8660254037844384,-0.5000000000000004,50788.25,15.84
2025-11-04 18:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,-0.9659258262890683,-0.25881904510252063,54817.5,14.81
2025-11-04 19:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,-1.0,-1.8369701987210297e-16,55355.5,14.53
2025-11-04 20:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,-0.9659258262890684,0.2588190451025203,52126.75,13.81
2025-11-04 21:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,-0.8660254037844386,0.5000000000000001,49397.0,13.33
2025-11-04 22:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,-0.7071067811865477,0.7071067811865474,49807.75,13.05
2025-11-04 23:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,-0.5000000000000004,0.8660254037844384,49085.5,12.84
2025-11-05 00:00:00+01:00,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,-0.25881904510252157,0.9659258262890681,46631.0,12.57
2025-11-05 01:00:00+01:00,0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0.0,1.0,44486.25,12.5
2025-11-05 02:00:00+01:00,0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0.25881904510252074,0.9659258262890683,43150.75,12.07
2025-11-05 03:00:00+01:00,0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0.49999999999999994,0.8660254037844387,41355.0,11.72
2025-11-05 04:00:00+01:00,0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0.7071067811865475,0.7071067811865476,40765.0,11.53
2025-11-05 05:00:00+01:00,0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0.8660254037844386,0.5000000000000001,43128.75,11.52
2025-11-05 06:00:00+01:00,0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0.9659258262890683,0.25881904510252074,47895.75,11.33
